claim_id	lane	file	line	kind	token	in_fence	verbatim	proposed_check	verdict	evidence	severity	settled_by	quotable	blind_verdict	blind_evidence	disposition	mech_verdict	mech_evidence	fix_status	ext_verdict	ext_evidence	tiebreak
C1631-ddbd6a9e	P0	docs/reference/rating-config.mdx	10	env	RATING_CONFIG_CONTENT	0	`rating-config.json` configures the **rating system** the consumer proxy-router uses when picking which provider to route a session to. It lives in the project root by default; override path via `RATI		TRUE	proxy-router/internal/config/config.go:70	-	script	yes									
C1632-2633fdce	P0	docs/reference/rating-config.mdx	10	env	MODELS_CONFIG_CONTENT	0	`rating-config.json` configures the **rating system** the consumer proxy-router uses when picking which provider to route a session to. It lives in the project root by default; override path via `RATI		TRUE	proxy-router/internal/config/config.go:68	-	script	yes									
C1633-ad3393d1	P0	docs/reference/rating-config.mdx	12	env	RATING_CONFIG_PATH	0	Load order: the file at `RATING_CONFIG_PATH` (or `./rating-config.json`) wins if it exists; otherwise `RATING_CONFIG_CONTENT` is used; otherwise built-in defaults (empty allowlist, `default` algorithm		TRUE	proxy-router/internal/config/config.go:69	-	script	yes									
C1634-9851bff4	P0	docs/reference/rating-config.mdx	12	repo_path	rating-config.json	0	Load order: the file at `RATING_CONFIG_PATH` (or `./rating-config.json`) wins if it exists; otherwise `RATING_CONFIG_CONTENT` is used; otherwise built-in defaults (empty allowlist, `default` algorithm		TRUE	resolves to .github/workflows/rating-config.json	-	script	yes									
C1635-493aa21c	P0	docs/reference/rating-config.mdx	12	env	RATING_CONFIG_CONTENT	0	Load order: the file at `RATING_CONFIG_PATH` (or `./rating-config.json`) wins if it exists; otherwise `RATING_CONFIG_CONTENT` is used; otherwise built-in defaults (empty allowlist, `default` algorithm		TRUE	proxy-router/internal/config/config.go:70	-	script	yes									
C1636-4526b1d8	P0	docs/reference/rating-config.mdx	23	external_url	https://github.com/MorpheusAIs/Morpheus-Lumerin-Node/blob/main/proxy-router/internal/rating/rating-config-schema.json	0	The full schema is enforced by [`proxy-router/internal/rating/rating-config-schema.json`](https://github.com/MorpheusAIs/Morpheus-Lumerin-Node/blob/main/proxy-router/internal/rating/rating-config-sche		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C1637-09f81606	P0	docs/reference/rating-config.mdx	60	address	addr#8b910a79	1	"providerAllowlist": ["0x<redacted>"]		TRUE	matches an address in .env.example / smart-contracts/deploy/data (value withheld)	-	script	yes									
C1638-0823937d	P0	docs/reference/troubleshooting.mdx	6	last_verified	v7.0.0	0	last_verified: "v7.0.0"		TRUE	tag v7.0.0 exists in this repo	-	script	yes									
C1639-e4e81702	P0	docs/reference/troubleshooting.mdx	1	frontmatter_keys	title,description,audience,product,last_verified,source	0	frontmatter keys: title, description, audience, product, last_verified, source		TRUE	title and description present	-	script	yes									
C1640-825cdcc4	P0	docs/reference/troubleshooting.mdx	12	external_url	https://github.com/MorpheusAIs/Morpheus-Lumerin-Node/blob/main/docs/proxy-router.all.env	0	Tip: run the proxy-router in a foreground terminal at least once so you can see startup logs in real time. For log destinations and verbosity, see the **Logging Configuration** section of [`docs/proxy		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C1641-be84ee09	P0	docs/reference/troubleshooting.mdx	18	port	8082	1	INFO  HTTP  http server is listening: 0.0.0.0:8082		TRUE	ui-desktop/.env.example:33 (PROXY_WEB_DEFAULT_PORT)	-	script	yes									
C1642-2da6ef33	P0	docs/reference/troubleshooting.mdx	19	port	3333	1	INFO  TCP   tcp server is listening: 0.0.0.0:3333		TRUE	proxy-router/.env.example.win:25 (PROXY_ADDRESS)	-	script	yes									
C1643-29ad3721	P0	docs/reference/troubleshooting.mdx	22	port	8082	0	You can also confirm via `http://localhost:8082/swagger/index.html` (or whatever URL is set in your `.env`).		TRUE	ui-desktop/.env.example:33 (PROXY_WEB_DEFAULT_PORT)	-	script	yes									
C1644-a87eefbb	P0	docs/reference/troubleshooting.mdx	30	repo_path	proxy-router/env.main.example	0	These four values **must** match your chain and OS. Use `proxy-router/env.main.example` as the canonical reference:		FALSE	no such file; the canonical sample is proxy-router/.env.example	S2	script	yes									
C1645-afd87ba1	P0	docs/reference/troubleshooting.mdx	47	doc_link	/reference/env-proxy-router	0	Full reference: [Env: proxy-router](/reference/env-proxy-router).		TRUE	docs/reference/env-proxy-router.mdx exists and is in docs.json nav	-	script	yes									
C1646-3995d226	P0	docs/reference/troubleshooting.mdx	52	doc_link	/reference/models-config	0	- The JSON must follow [models-config.json](/reference/models-config).		TRUE	docs/reference/models-config.mdx exists and is in docs.json nav	-	script	yes									
C1647-c04805cf	P0	docs/reference/troubleshooting.mdx	76	doc_link	/concepts/sessions-stake-close-recover	0	- [Sessions: stake, close, claim](/concepts/sessions-stake-close-recover)		TRUE	docs/concepts/sessions-stake-close-recover.mdx exists and is in docs.json nav	-	script	yes									
C1648-e06f444f	P0	docs/reference/troubleshooting.mdx	77	doc_link	/ai/where-is-my-mor	0	- [Where is my MOR?](/ai/where-is-my-mor)		TRUE	docs/ai/where-is-my-mor.mdx exists and is in docs.json nav	-	script	yes									
C1649-1fea1fa8	P0	docs/reference/troubleshooting.mdx	78	doc_link	/ai/why-locked-in-contract	0	- [Why is my MOR locked in the contract?](/ai/why-locked-in-contract)		TRUE	docs/ai/why-locked-in-contract.mdx exists and is in docs.json nav	-	script	yes									
C1650-661f33bf	P0	docs/reference/troubleshooting.mdx	84	doc_link	/concepts/local-vs-onchain-models	0	The bundled `tinyllama` is a **demo** model. It will hallucinate, miscount, and contradict itself. Compare quality only against real Morpheus models. See [Local vs on-chain models](/concepts/local-vs-		TRUE	docs/concepts/local-vs-onchain-models.mdx exists and is in docs.json nav	-	script	yes									
C1651-c0a509fa	P0	docs/reference/troubleshooting.mdx	91	env	WEB_PUBLIC_URL	0	- Confirm `WEB_PUBLIC_URL` and the registered provider `endpoint` match your actual public host.		TRUE	proxy-router/internal/config/config.go:107	-	script	yes									
C1652-a7a74036	P0	docs/reference/troubleshooting.mdx	101	doc_link	/providers/full/tee-reference	0	- Use `cosign verify` and `cosign verify-attestation` on your `-tee` image. See [TEE reference](/providers/full/tee-reference).		TRUE	docs/providers/full/tee-reference.mdx exists and is in docs.json nav	-	script	yes									
C1653-3b20c13b	P0	docs/reference/troubleshooting.mdx	117	doc_link	/consumers/troubleshooting	0	See also: [Consumer troubleshooting](/consumers/troubleshooting).		TRUE	docs/consumers/troubleshooting.mdx exists and is in docs.json nav	-	script	yes									
C1654-6e05d7db	P0	proxy-router/readme.md	3	env	PROXY_STORE_CHAT_CONTEXT	0	`PROXY_STORE_CHAT_CONTEXT`		TRUE	proxy-router/internal/config/config.go:63	-	script	yes									
C1655-3d1c9b13	P0	proxy-router/readme.md	8	env	PROXY_STORE_CHAT_CONTEXT	0	#### When `PROXY_STORE_CHAT_CONTEXT` is set to `TRUE`		TRUE	proxy-router/internal/config/config.go:63	-	script	yes									
C1656-36cb213d	P0	proxy-router/readme.md	14	api_path	/v1/chats	0	- **API Operations:** (check swagger - `/v1/chats`)		TRUE	proxy-router/docs/swagger.yaml:2928	-	script	yes									
C1657-1479cc0c	P0	proxy-router/readme.md	24	env	PROXY_STORE_CHAT_CONTEXT	0	#### When `PROXY_STORE_CHAT_CONTEXT` is set to `FALSE`		TRUE	proxy-router/internal/config/config.go:63	-	script	yes									
C1658-b8d8b1d8	P0	smart-contracts/README.md	10	shell_var	REPORT_GAS	1	REPORT_GAS=true npx hardhat test		N/A	shell variable local to a fenced example, not repo config	-	script	yes									
C1659-94c8ee12	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	4	doc_link	../	0	**Repository:** [`smart-contracts/`](../)		TRUE	smart-contracts/ exists	-	script	yes									
C1660-7460534a	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	21	doc_link	../contracts/diamond/facets/ModelRegistry.sol	0	| ModelRegistry | [`contracts/diamond/facets/ModelRegistry.sol`](../contracts/diamond/facets/ModelRegistry.sol) |		TRUE	smart-contracts/contracts/diamond/facets/ModelRegistry.sol exists	-	script	yes									
C1661-c5616388	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	22	doc_link	../contracts/diamond/facets/Marketplace.sol	0	| Marketplace | [`contracts/diamond/facets/Marketplace.sol`](../contracts/diamond/facets/Marketplace.sol) |		TRUE	smart-contracts/contracts/diamond/facets/Marketplace.sol exists	-	script	yes									
C1662-6cedfb65	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	23	doc_link	../contracts/diamond/facets/ProviderRegistry.sol	0	| ProviderRegistry | [`contracts/diamond/facets/ProviderRegistry.sol`](../contracts/diamond/facets/ProviderRegistry.sol) |		TRUE	smart-contracts/contracts/diamond/facets/ProviderRegistry.sol exists	-	script	yes									
C1663-9ef3b8ec	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	24	doc_link	../contracts/diamond/facets/SessionRouter.sol	0	| SessionRouter | [`contracts/diamond/facets/SessionRouter.sol`](../contracts/diamond/facets/SessionRouter.sol) |		TRUE	smart-contracts/contracts/diamond/facets/SessionRouter.sol exists	-	script	yes									
C1664-aca5cc27	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	25	doc_link	../contracts/interfaces/storage/IModelStorage.sol	0	| Model struct | [`contracts/interfaces/storage/IModelStorage.sol`](../contracts/interfaces/storage/IModelStorage.sol) |		TRUE	smart-contracts/contracts/interfaces/storage/IModelStorage.sol exists	-	script	yes									
C1665-8168fa71	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	26	doc_link	../contracts/interfaces/storage/ISessionStorage.sol	0	| Session struct | [`contracts/interfaces/storage/ISessionStorage.sol`](../contracts/interfaces/storage/ISessionStorage.sol) |		TRUE	smart-contracts/contracts/interfaces/storage/ISessionStorage.sol exists	-	script	yes									
C1666-82bdddae	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	30	doc_link	../../docs/ai/session-states-open-close-recover.mdx	0	- [Session states (open, close, claim)](../../docs/ai/session-states-open-close-recover.mdx)		TRUE	docs/ai/session-states-open-close-recover.mdx exists	-	script	yes									
C1667-a8799a12	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	31	doc_link	../../docs/ai/why-locked-in-contract.mdx	0	- [Why is my MOR locked?](../../docs/ai/why-locked-in-contract.mdx)		TRUE	docs/ai/why-locked-in-contract.mdx exists	-	script	yes									
C1668-7f88f576	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	32	doc_link	../../docs/concepts/tokens-and-fees.mdx	0	- [Tokens and fees](../../docs/concepts/tokens-and-fees.mdx)		TRUE	docs/concepts/tokens-and-fees.mdx exists	-	script	yes									
C1669-7bec5862	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	33	doc_link	../../docs/concepts/rewards-and-economics.mdx	0	- [Rewards and economics](../../docs/concepts/rewards-and-economics.mdx)		TRUE	docs/concepts/rewards-and-economics.mdx exists	-	script	yes									
C1670-c7892005	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	62	env_negated	PROVIDER_REWARD_LIMITER_PERIOD	0	7. **Provider reward limiter period is 365 days** in contract (`PROVIDER_REWARD_LIMITER_PERIOD`). Some product docs incorrectly describe it as 1 day — contractor should not change this without explici		TRUE	doc asserts this name does NOT exist, and it does not exist in the repo	-	script	yes									
C1671-620b2e0f	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	161	repo_path	proxy-router/internal/repositories/registries/	0	**Downstream:** Morpheus proxy-router may adopt these to reduce multicall complexity (`proxy-router/internal/repositories/registries/`).		TRUE	proxy-router/internal/repositories/registries exists	-	script	yes									
C1672-d90105a8	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	167	env	PROVIDER_REWARD_LIMITER_PERIOD	0	**Problem:** Provider earnings are capped by `provider.stake - limitPeriodEarned` over `PROVIDER_REWARD_LIMITER_PERIOD` (365 days). This is opaque to providers and misdocumented in places.		AMBIGUOUS	identifier defined at smart-contracts/contracts/diamond/facets/ProviderRegistry.sol:48, but it is not a config env var — verify the doc's framing	-	script	yes									
C1673-656c5821	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	184	env	PROVIDER_REWARD_LIMITER_PERIOD	0	**Migration:** Additive. Optional follow-up (separate item): make `PROVIDER_REWARD_LIMITER_PERIOD` owner-configurable — requires product decision.		AMBIGUOUS	identifier defined at smart-contracts/contracts/diamond/facets/ProviderRegistry.sol:48, but it is not a config env var — verify the doc's framing	-	script	yes									
C1674-d5705477	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	276	doc_link	../../docs/ai/session-states-open-close-recover.mdx	0	**Migration:** Facet upgrade. If H3b removes consumer lock entirely, update [session-states doc](../../docs/ai/session-states-open-close-recover.mdx) and tech.mor.org checker.		TRUE	docs/ai/session-states-open-close-recover.mdx exists	-	script	yes									
C1675-ac6d7b12	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	341	env	MODEL_REGISTRAR_ROLE	0	- [ ] `modelRegister` restricted to `MODEL_REGISTRAR_ROLE` (or `onlyOwner`).		N/A	RFP proposes this role; a proposal naming something unbuilt is not a defect	-	script	yes									
C1676-6e268df4	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	431	doc_link	../../.ai-docs/TEE_Attestation_Architecture.md	0	**Primary work:** Off-chain benchmarks, TEE attestation (see [TEE Attestation Architecture](../../.ai-docs/TEE_Attestation_Architecture.md)), challenge/dispute with slashing — separate RFP.		TRUE	.ai-docs/TEE_Attestation_Architecture.md exists	-	script	yes									
C1677-af0494b5	P0	smart-contracts/docs/inference-contract-enhancements-rfp.md	558	repo_path	.ai-docs/	0	- TEE attestation implementation (see `.ai-docs/`)		TRUE	.ai-docs exists	-	script	yes									
C1678-282526ca	P0	smart-contracts/docs/session-day-lock-upgrade-runbook.md	9	address	addr#6e2daceb	0	| Diamond | `0x<redacted>` | `0x<redacted>` |		TRUE	matches an address in .env.example / smart-contracts/deploy/data (value withheld)	-	script	yes									
C1679-81ecd863	P0	smart-contracts/docs/session-day-lock-upgrade-runbook.md	9	address	addr#acb3e366	0	| Diamond | `0x<redacted>` | `0x<redacted>` |		TRUE	matches an address in .env.example / smart-contracts/deploy/data (value withheld)	-	script	yes									
C1680-fa9bb9e5	P0	smart-contracts/docs/session-day-lock-upgrade-runbook.md	10	address	addr#1b6679f7	0	| Owner | EOA `0x<redacted>` | Gnosis Safe **5-of-9** `0x<redacted>` |		TRUE	matches an address in .env.example / smart-contracts/deploy/data (value withheld)	-	script	yes									
C1681-c12773ce	P0	smart-contracts/docs/session-day-lock-upgrade-runbook.md	10	address	addr#a836e7a4	0	| Owner | EOA `0x<redacted>` | Gnosis Safe **5-of-9** `0x<redacted>` |		TRUE	matches an address in .env.example / smart-contracts/deploy/data (value withheld)	-	script	yes									
C1682-26796ad1	P0	smart-contracts/docs/session-day-lock-upgrade-runbook.md	31	repo_path	smart-contracts/	0	From `smart-contracts/` on the release commit:		TRUE	smart-contracts exists	-	script	yes									
C1683-86e33ae4	P0	smart-contracts/docs/session-day-lock-upgrade-runbook.md	38	env	PRIVATE_KEY	0	`.env`: `PRIVATE_KEY` (throwaway EOA), `ALCHEMY_KEY` (or public RPC), `BASESCAN_API_KEY`.		TRUE	smart-contracts/.env.example:7	-	script	yes									
C1684-f0b27e02	P0	smart-contracts/docs/session-day-lock-upgrade-runbook.md	38	env	ALCHEMY_KEY	0	`.env`: `PRIVATE_KEY` (throwaway EOA), `ALCHEMY_KEY` (or public RPC), `BASESCAN_API_KEY`.		AMBIGUOUS	identifier defined at smart-contracts/hardhat.config.ts:40, but it is not a config env var — verify the doc's framing	-	script	yes									
C1685-5cb76f83	P0	smart-contracts/docs/session-day-lock-upgrade-runbook.md	38	env	BASESCAN_API_KEY	0	`.env`: `PRIVATE_KEY` (throwaway EOA), `ALCHEMY_KEY` (or public RPC), `BASESCAN_API_KEY`.		TRUE	smart-contracts/.env.example:4	-	script	yes									
C1686-f41ede39	P0	smart-contracts/docs/session-day-lock-upgrade-runbook.md	57	shell_var	NEW_SESSION_ROUTER_FACET	1	NEW_SESSION_ROUTER_FACET=0x... \		N/A	shell variable local to a fenced example, not repo config	-	script	yes									
C1687-8a55cbb6	P0	smart-contracts/docs/session-day-lock-upgrade-runbook.md	61	shell_var	NEW_SESSION_ROUTER_FACET	1	NEW_SESSION_ROUTER_FACET=0x... \		N/A	shell variable local to a fenced example, not repo config	-	script	yes									
C1688-6a76a030	P0	smart-contracts/docs/session-day-lock-upgrade-runbook.md	62	address	addr#acb3e366	1	DIAMOND=0x<redacted> \		TRUE	matches an address in .env.example / smart-contracts/deploy/data (value withheld)	-	script	yes									
C1689-36bb7f9e	P0	smart-contracts/docs/session-day-lock-upgrade-runbook.md	62	shell_var	DIAMOND	1	DIAMOND=0x6aBE1d282f72B474E54527D93b979A4f64d3030a \		N/A	shell variable local to a fenced example, not repo config	-	script	yes									
C1690-d5732ea6	P0	ui-desktop/README.md	7	external_url	https://code.visualstudio.com/	0	- [VSCode](https://code.visualstudio.com/) + [ESLint](https://marketplace.visualstudio.com/items?itemName=dbaeumer.vscode-eslint) + [Prettier](https://marketplace.visualstudio.com/items?itemName=esben		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C1691-428fba32	P0	ui-desktop/README.md	7	external_url	https://marketplace.visualstudio.com/items?itemName=dbaeumer.vscode-eslint	0	- [VSCode](https://code.visualstudio.com/) + [ESLint](https://marketplace.visualstudio.com/items?itemName=dbaeumer.vscode-eslint) + [Prettier](https://marketplace.visualstudio.com/items?itemName=esben		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C1692-b8b4341d	P0	ui-desktop/README.md	7	external_url	https://marketplace.visualstudio.com/items?itemName=esbenp.prettier-vscode	0	- [VSCode](https://code.visualstudio.com/) + [ESLint](https://marketplace.visualstudio.com/items?itemName=dbaeumer.vscode-eslint) + [Prettier](https://marketplace.visualstudio.com/items?itemName=esben		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C1693-5da3de2c	P0	ui-desktop/README.md	18	npm_script	dev	1	$ yarn dev		TRUE	docs/package.json scripts.dev (+1 more)	-	script	yes									
C1694-8aec37af	P0	ui-desktop/README.md	24	npm_script	build:win	1	$ yarn build:win		TRUE	ui-desktop/package.json scripts.build:win	-	script	yes									
C1695-3b766dec	P0	ui-desktop/README.md	27	npm_script	build:mac	1	$ yarn build:mac		TRUE	ui-desktop/package.json scripts.build:mac	-	script	yes									
C1696-788a7d71	P0	ui-desktop/README.md	30	npm_script	build:linux	1	$ yarn build:linux		TRUE	ui-desktop/package.json scripts.build:linux	-	script	yes									
C1697-b68f197b	P0	ui-desktop/tools/ui-verify/README.md	18	npm_script	logic	1	npm run logic      # node-runnable assertions over the exported utils		TRUE	ui-desktop/tools/ui-verify/package.json scripts.logic	-	script	yes									
C1698-5678d65a	P0	ui-desktop/tools/ui-verify/README.md	19	npm_script	frozen	1	npm run frozen     # colour literals that would survive a theme swap		TRUE	ui-desktop/tools/ui-verify/package.json scripts.frozen	-	script	yes									
C1699-961f3f30	P0	ui-desktop/tools/ui-verify/README.md	20	npm_script	isolate	1	npm run isolate    # isolation-render + Playwright drive of key components		TRUE	ui-desktop/tools/ui-verify/package.json scripts.isolate	-	script	yes									
C1700-433d152b	P0	ui-desktop/tools/ui-verify/README.md	21	npm_script	verify	1	npm run verify     # all three		TRUE	smart-contracts/package.json scripts.verify (+2 more)	-	script	yes									
C1701-3c21c878	P0	ui-desktop/tools/ui-verify/README.md	26	npm_script	logic	0	### `logic-checks.mjs` (`npm run logic`)		TRUE	ui-desktop/tools/ui-verify/package.json scripts.logic	-	script	yes									
C1702-563c3bdf	P0	ui-desktop/tools/ui-verify/README.md	33	repo_path	chat/utils	0	- **`chat/utils`** — `isSecureModel`/`SECURE_TAG` TEE detection, `formatModelName`		UNVERIFIABLE-IN-REPO	looks like an external owner/repo reference	-	script	yes									
C1703-e925eb82	P0	ui-desktop/tools/ui-verify/README.md	33	env	SECURE_TAG	0	- **`chat/utils`** — `isSecureModel`/`SECURE_TAG` TEE detection, `formatModelName`		AMBIGUOUS	identifier defined at ui-desktop/src/renderer/src/components/chat/modals/ModelRow.tsx:18, but it is not a config env var — verify the doc's framing	-	script	yes									
C1704-7e840b29	P0	ui-desktop/tools/ui-verify/README.md	36	repo_path	store/queries.buildModelsWithBids	0	- **`store/queries.buildModelsWithBids`** — merges the model registry with active		UNVERIFIABLE-IN-REPO	looks like an external owner/repo reference	-	script	yes									
C1705-7f81c4e0	P0	ui-desktop/tools/ui-verify/README.md	40	npm_script	frozen	0	### `frozen-values.mjs` (`npm run frozen`)		TRUE	ui-desktop/tools/ui-verify/package.json scripts.frozen	-	script	yes									
C1706-e61fca41	P0	ui-desktop/tools/ui-verify/README.md	56	repo_path	dashboard/tx-list/Filter.jsx	0	specifier to a file (basename matching conflates `dashboard/tx-list/Filter.jsx`		TRUE	resolves to ui-desktop/src/renderer/src/components/dashboard/tx-list/Filter.jsx	-	script	yes									
C1707-cb3f5fa6	P0	ui-desktop/tools/ui-verify/README.md	57	repo_path	contracts-list/Filter.jsx	0	with `contracts-list/Filter.jsx` — different files, one dead). This repo carries		TRUE	resolves to ui-desktop/src/renderer/src/components/contracts/contracts-list/Filter.jsx	-	script	yes									
C1708-cdc7f72e	P0	ui-desktop/tools/ui-verify/README.md	63	npm_script	isolate	0	### `isolate/` (`npm run isolate`)		TRUE	ui-desktop/tools/ui-verify/package.json scripts.isolate	-	script	yes									
C1709-70672486	P0	ui-desktop/tools/ui-verify/README.md	77	repo_path	src/renderer/src/components/Login.tsx	0	- `src/renderer/src/components/Login.tsx` has an additive `export { Login }` so the		TRUE	resolves to ui-desktop/src/renderer/src/components/Login.tsx	-	script	yes									
C1710-f5cc2c84	P0	ui-desktop/tools/ui-verify/TESTING.md	4	repo_path	tools/ui-verify/	0	kit you can run (`tools/ui-verify/`), adversarial code review, an on-chain		TRUE	tools/ui-verify exists	-	script	yes									
C1711-0c470e57	P0	ui-desktop/tools/ui-verify/TESTING.md	11	repo_path	ui-desktop/	0	`ui-desktop/` — because the isolation cases mount *real* app components, which		TRUE	ui-desktop exists	-	script	yes									
C1712-7febaf19	P0	ui-desktop/tools/ui-verify/TESTING.md	12	repo_path	ui-desktop/node_modules	0	resolve `styled-components` / `react` / etc. from `ui-desktop/node_modules`.		TRUE	ui-desktop/node_modules exists	-	script	yes									
C1713-c61768e3	P0	ui-desktop/tools/ui-verify/TESTING.md	19	npm_script	verify	1	npm run verify        # logic-checks + isolation cases		TRUE	smart-contracts/package.json scripts.verify (+2 more)	-	script	yes									
C1714-d4a4d4d6	P0	ui-desktop/tools/ui-verify/TESTING.md	21	npm_script	logic	1	npm run logic         # pure-function assertions over the exported utils		TRUE	ui-desktop/tools/ui-verify/package.json scripts.logic	-	script	yes									
C1715-c96cb9ef	P0	ui-desktop/tools/ui-verify/TESTING.md	22	npm_script	isolate	1	npm run isolate       # Playwright renders each changed component and drives it		TRUE	ui-desktop/tools/ui-verify/package.json scripts.isolate	-	script	yes									
C1716-3cc5d816	P0	ui-desktop/tools/ui-verify/TESTING.md	25	npm_script	verify	0	`npm run verify` exits non-zero if anything fails. Isolation screenshots land in		TRUE	smart-contracts/package.json scripts.verify (+2 more)	-	script	yes									
C1717-0052897c	P0	ui-desktop/tools/ui-verify/TESTING.md	32	repo_path	utils/marketplace.ts	0	- **`morToWei` / `weiToMor`** (`utils/marketplace.ts`) — precision-safe: rejects		TRUE	resolves to ui-desktop/src/renderer/src/utils/marketplace.ts	-	script	yes									
C1718-ec5de3f8	P0	ui-desktop/tools/ui-verify/TESTING.md	35	repo_path	utils/coinValue.tsx	0	- **`formatMor`** (`utils/coinValue.tsx`) — returns `null` on non-finite input,		TRUE	resolves to ui-desktop/src/renderer/src/utils/coinValue.tsx	-	script	yes									
C1719-29078d46	P0	ui-desktop/tools/ui-verify/TESTING.md	38	env	SECURE_TAG	0	- **`isSecureModel` / `SECURE_TAG`, `formatModelName`, `modelMatchesQuery`**		AMBIGUOUS	identifier defined at ui-desktop/src/renderer/src/components/chat/modals/ModelRow.tsx:18, but it is not a config env var — verify the doc's framing	-	script	yes									
C1720-220c5e34	P0	ui-desktop/tools/ui-verify/TESTING.md	39	repo_path	chat/utils.js	0	(`chat/utils.js`) — TEE detection, display-name formatting, token-order-		TRUE	resolves to ui-desktop/src/renderer/src/components/chat/utils.js	-	script	yes									
C1721-c32b9635	P0	ui-desktop/tools/ui-verify/TESTING.md	41	repo_path	store/queries.ts	0	- **`buildModelsWithBids`** (`store/queries.ts`) — skips local models, drops		TRUE	resolves to ui-desktop/src/renderer/src/store/queries.ts	-	script	yes									
B01-001	P1	AGENTS.md	8	external-dependency	llms-full-txt-fetch	0	fetch this for the complete documentation corpus as plain markdown (~350 KB)	curl https://nodedocs.mor.org/llms-full.txt | wc -c	UNVERIFIABLE-IN-REPO	llms-full.txt is served from nodedocs.mor.org; no copy in the tree (docs/ holds .mdx sources only). The ~350 KB size needs a network fetch	S4	L6-repo	yes									
B01-002	P1	AGENTS.md	10	behavior	cloudfront-markdown-serve	0	CloudFront serves clean Markdown when Accept does not include text/html	curl -H "Accept: application/json" https://nodedocs.mor.org/ai/myths	UNVERIFIABLE-IN-REPO	CloudFront Accept-header content negotiation is a deployed-CDN property; nothing under docs/ or .github/workflows/docs.yml configures it. Needs a network fetch	S4	L6-repo	yes									
B01-003	P1	AGENTS.md	13	repo-state	docs-built-mintlify	0	Source files live in /docs/ and are built with Mintlify	ls -la /docs/ && grep -i mintlify /docs/mint.json	TRUE	docs/ holds .mdx sources; docs/package.json deps `mint ^4.2.574`, scripts dev="mint dev"; nav in docs/docs.json. (No docs/mint.json — Mintlify v4 uses docs.json, so the proposed check path was wrong, not the claim)	-	L6-repo	yes									
B01-004	P1	AGENTS.md	60	architecture	proxy-router-api-docs	0	The proxy-router API is documented locally at http://localhost:8082/swagger	cd proxy-router && grep -r "8082" internal/	TRUE	proxy-router/internal/config/config.go:181 defaults Web.Address to 0.0.0.0:8082; handlers/httphandlers/http.go:64 `r.GET("/swagger/*any", ginSwagger.WrapHandler(swaggerFiles.Handler))`	-	L6-repo	yes									
B01-005	P1	AGENTS.md	60	external-dependency	morpheus-inference-api-product	0	The hosted Morpheus Inference API is a different product at apidocs.mor.org	curl https://apidocs.mor.org | head -20	TRUE	docs/inference-api/overview.mdx:10 "a separate hosted product built on top of the Morpheus Inference Marketplace", source_url apidocs.mor.org; distinct from proxy-router/docs/swagger.yaml	-	L6-repo	yes									
B01-006	P1	AGENTS.md	63	architecture	morpheus-diamond-marketplace	0	Morpheus is a marketplace coordinated by the Diamond contract on BASE	grep -r "Diamond" docs/ | head -5	TRUE	docs/concepts/architecture.mdx:21 "The Diamond marketplace contract"; :40 `participant Chain as BASE / Diamond`; smart-contracts/contracts/diamond/ present	-	L6-repo	yes									
B01-007	P1	AGENTS.md	66	procedure~loc	session-recovery-close	0	Never tell users to call a recover RPC. Closing the session is the recovery path	grep -n "recover\|close" README.md	TRUE	grep "recover" over proxy-router/docs/swagger.yaml and internal/*/controller*.go returns no route; docs/concepts/sessions-stake-close-recover.mdx:71 "There is no HTTP route for this on the proxy-router today"	-	L6-repo	no	TRUE	grep for recover across proxy-router/internal, cli, smart-contracts/contracts and proxy-router/docs/swagger.yaml finds only lib/crypto.go:162,184 Ecrecover; closeSession is SessionRouter.sol:230	confirmed-r2				TRUE	proxy-router/internal/blockchainapi/controller.go:77 — POST /blockchain/sessions/:id/close is the session-close endpoint; grep of all route registrations (GET/POST/DELETE) shows no recover RPC; repo doc docs/concepts/sessions-stake-close-re	
